feature,importance
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",0.00034755265
"value__fft_coefficient__attr_""abs""__coeff_23",0.00034745497
"value__fft_coefficient__attr_""real""__coeff_8",0.00034744377
"value__fft_coefficient__attr_""real""__coeff_29",0.00034735134
"value__fft_coefficient__attr_""real""__coeff_87",0.00034728204
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",0.00034704065
"value__fft_coefficient__attr_""real""__coeff_71",0.00034660145
"value__fft_coefficient__attr_""angle""__coeff_43",0.00034630607
"value__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",0.0003460475
"value__fft_coefficient__attr_""abs""__coeff_42",0.00034541136
"value__fft_coefficient__attr_""imag""__coeff_49",0.00034518837
"value__fft_coefficient__attr_""real""__coeff_14",0.0003443921
"value__fft_coefficient__attr_""real""__coeff_13",0.00034428106
"value__fft_coefficient__attr_""imag""__coeff_69",0.00034427652
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",0.0003440526
"value__fft_coefficient__attr_""imag""__coeff_25",0.00034382354
"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",0.00034349773
"value__fft_coefficient__attr_""imag""__coeff_32",0.00034347846
"value__cwt_coefficients__coeff_12__w_2__widths_(2, 5, 10, 20)",0.0003429579
"value__fft_coefficient__attr_""imag""__coeff_11",0.00034262828
"value__fft_coefficient__attr_""imag""__coeff_23",0.00034256311
"value__cwt_coefficients__coeff_5__w_2__widths_(2, 5, 10, 20)",0.00034210942
"value__fft_coefficient__attr_""abs""__coeff_31",0.0003419536
"value__fft_coefficient__attr_""real""__coeff_95",0.00034162303
"value__fft_coefficient__attr_""angle""__coeff_44",0.00034161322
"value__fft_coefficient__attr_""angle""__coeff_45",0.00034123188
"value__fft_coefficient__attr_""imag""__coeff_7",0.0003408618
"value__fft_coefficient__attr_""imag""__coeff_84",0.0003400009
"value__fft_coefficient__attr_""imag""__coeff_52",0.00033906344
"value__fft_coefficient__attr_""imag""__coeff_93",0.00033875453
"value__fft_coefficient__attr_""angle""__coeff_5",0.00033858028
"value__fft_coefficient__attr_""abs""__coeff_28",0.00033818127
"value__fft_coefficient__attr_""abs""__coeff_89",0.0003380901
"value__fft_coefficient__attr_""abs""__coeff_76",0.0003380477
"value__fft_coefficient__attr_""imag""__coeff_12",0.00033784262
"value__fft_coefficient__attr_""real""__coeff_37",0.00033747585
"value__fft_coefficient__attr_""abs""__coeff_25",0.0003370214
"value__fft_coefficient__attr_""abs""__coeff_77",0.00033662748
"value__fft_coefficient__attr_""real""__coeff_21",0.00033647657
"value__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)",0.000336399
